iter	RMSE
841	3.275204833
842	3.274738857
843	3.272932178
844	3.272206143
845	3.270097211
846	3.269977088
847	3.268694798
848	3.267903609
849	3.265792977
850	3.263883897
851	3.263122063
852	3.261831525
853	3.261675243
854	3.260459239
855	3.258378532
856	3.25748875
857	3.256347325
858	3.256279649
859	3.255547384
860	3.252817475
861	3.252109157
862	3.248473589
863	3.247432588
864	3.246759014
865	3.243989428
866	3.242900201
867	3.241411107
868	3.239789308
869	3.239505898
870	3.237899553
871	3.237866208
872	3.236397909
873	3.234802677
874	3.233347958
875	3.230714097
876	3.229853441
877	3.229497449
878	3.228647506
879	3.227291798
880	3.226237763
881	3.224096298
882	3.223312669
883	3.222582284
884	3.22157833
885	3.220715835
886	3.218113103
887	3.216475742
888	3.216196403
889	3.214232623
890	3.213118974
891	3.210790131
892	3.208880676
893	3.20725309
894	3.205406783
895	3.204485374
896	3.202610495
897	3.201458976
898	3.200108541
899	3.197074358
900	3.196583166
901	3.195705307
902	3.194525038
903	3.193018044
904	3.191866914
905	3.190382871
906	3.190190979
907	3.189875515
908	3.186945318
909	3.185425777
910	3.185185997
911	3.182241374
912	3.179828298
913	3.179732902
914	3.178618204
915	3.178308557
916	3.178241075
917	3.176293789
918	3.171229105
919	3.170978024
920	3.168285006
921	3.166980446
922	3.166042679
923	3.165191219
924	3.164021642
925	3.161346634
926	3.15930373
927	3.157687898
928	3.154822452
929	3.151840265
930	3.150336976
931	3.149058606
932	3.14659156
933	3.146120305
934	3.14609071
935	3.143377683
936	3.142734232
937	3.141473462
938	3.14086067
939	3.138858865
940	3.137584976
941	3.135608668
942	3.133476272
943	3.132885471
944	3.131793341
945	3.131529797
946	3.131199592
947	3.130084454
948	3.129207558
949	3.128146492
950	3.127280252
951	3.125406532
952	3.124699821
953	3.124593836
954	3.121298368
955	3.118663686
956	3.116789848
957	3.114416279
958	3.11368335
959	3.113247307
960	3.110079676
961	3.110004777
962	3.10928668
963	3.108405038
964	3.10669944
965	3.104350864
966	3.102768219
967	3.10010744
968	3.098645784
969	3.096264483
970	3.095679853
971	3.094769854
972	3.09236897
973	3.091619801
974	3.090580106
975	3.089191648
976	3.087109937
977	3.086212996
978	3.084656016
979	3.083955915
980	3.082921816
981	3.08238218
982	3.079744188
983	3.078591895
984	3.074628676
985	3.072276255
986	3.070794092
987	3.06936134
988	3.067994588
989	3.06652171
990	3.063864851
991	3.063054704
992	3.062220149
993	3.061257001
994	3.060553417
995	3.05937735
996	3.057582088
997	3.057466849
998	3.054790914
999	3.05254589
